Sample_ID,Mineralogy,Phase,Analytical_Method,d33,d34,d36,D33S,D36S,age_mean,Source,DOI,Publication_Date,NON_ATM_FLAG
McA-2-3,,Sulfide,Bulk SF6,,22.34,,-0.025,0.37,1624,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
McA-2-4,,Sulfide,Bulk SF6,,18.75,,-0.028,0.42,1624,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
McA-2-5,,Sulfide,Bulk SF6,,21.01,,-0.036,0.54,1624,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
McA-2-6,,Sulfide,Bulk SF6,,25.45,,-0.04,0.45,1624,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
McA-2-7,,Sulfide,Bulk SF6,,25.38,,-0.056,0.56,1624,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
McA-2-8,,Sulfide,Bulk SF6,,25.71,,-0.04,0.57,1624,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
McA-2-9,,Sulfide,Bulk SF6,,26.44,,-0.036,0.35,1624,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
McA-2-10,,Sulfide,Bulk SF6,,26.98,,-0.045,0.53,1624,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Outcrop-1,,Sulfide,Bulk SF6,,13.3,,0.043,0.03,1342.5,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Outcrop-2,,Sulfide,Bulk SF6,,1.75,,0.04,-0.42,1342.5,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Outcrop-3,,Sulfide,Bulk SF6,,0.44,,0.058,-0.62,1342.5,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Outcrop-4,,Sulfide,Bulk SF6,,-8.92,,0.103,-1.17,1342.5,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-26.6,,Sulfide,Bulk SF6,,-19.95,,0.083,-1.11,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-31.3,,Sulfide,Bulk SF6,,6.89,,-0.037,0.25,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-41.82,,Sulfide,Bulk SF6,,3.95,,0.07,-0.04,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-46.86,,Sulfide,Bulk SF6,,18.04,,-0.016,0.27,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-50.1,,Sulfide,Bulk SF6,,14.8,,0.041,0.38,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-54.95,,Sulfide,Bulk SF6,,16.47,,0.012,0.47,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-61.15,,Sulfide,Bulk SF6,,15.07,,0.037,0.15,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-65.9,,Sulfide,Bulk SF6,,20.71,,-0.035,0.86,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-71.55,,Sulfide,Bulk SF6,,16.43,,-0.044,0.15,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-76.98,,Sulfide,Bulk SF6,,8.83,,-0.026,0.32,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-79.95,,Sulfide,Bulk SF6,,16.02,,-0.054,1.05,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-82.38,,Sulfide,Bulk SF6,,16.92,,-0.041,0.68,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-91.41,,Sulfide,Bulk SF6,,20.8,,-0.046,1.2,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-95.84,,Sulfide,Bulk SF6,,17.93,,-0.034,1.13,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-99.57,,Sulfide,Bulk SF6,,13.57,,-0.046,0.6,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-105.6,,Sulfide,Bulk SF6,,24.72,,-0.053,1.54,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-110,,Sulfide,Bulk SF6,,1.42,,0.048,-0.58,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 3-121,,Sulfide,Bulk SF6,,17.35,,-0.037,0.82,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 4-90.93,,Sulfide,Bulk SF6,,-23.44,,0.125,-1.29,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 4-97.97,,Sulfide,Bulk SF6,,-6.73,,0.049,-0.11,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 4-122.8,,Sulfide,Bulk SF6,,-11.67,,0.021,-0.78,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 4-137.76,,Sulfide,Bulk SF6,,6.31,,0.014,0.32,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 4-145,,Sulfide,Bulk SF6,,7.97,,0.097,0.01,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 4-158.17,,Sulfide,Bulk SF6,,22.35,,-0.037,1.45,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 4-166.9,,Sulfide,Bulk SF6,,8.42,,0.012,0.67,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 4-181.3,,Sulfide,Bulk SF6,,8.29,,-0.012,0.27,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 4-187.7,,Sulfide,Bulk SF6,,10.53,,-0.019,0.31,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
Urapunga 4-197.8,,Sulfide,Bulk SF6,,15.21,,-0.026,0.24,1389,"Johnston et al., 2008",10.1016/j.gca.2008.06.004,2008,OK
SrKu33,Pyrite,Sulfide,SIMS,-1.16,-0.5,,-0.91,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu33,Pyrite,Sulfide,SIMS,0.85,3.38,,-0.89,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu33,Pyrite,Sulfide,SIMS,-2.72,-3.52,,-0.9,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu33,Pyrite,Sulfide,SIMS,-0.58,-0.21,,-0.48,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu33,Pyrite,Sulfide,SIMS,-4.25,-6.78,,-0.76,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu33,Pyrite,Sulfide,SIMS,-4.96,-8.27,,-0.71,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu33,Pyrite,Sulfide,SIMS,0.81,-1.33,,1.49,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu33,Pyrite,Sulfide,SIMS,1.43,4.05,,-0.65,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu33,Pyrite,Sulfide,SIMS,0.93,-1.19,,1.54,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu33,Pyrite,Sulfide,SIMS,-0.34,0.51,,-0.61,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu33,Pyrite,Sulfide,SIMS,2.11,0.61,,1.79,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu33,Pyrite,Sulfide,SIMS,-1.32,-3.63,,0.55,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu33,Pyrite,Sulfide,SIMS,0.75,-1.38,,1.46,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu33,Pyrite,Sulfide,SIMS,-1.49,-4.72,,0.94,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu31,Pyrite,Sulfide,SIMS,0.3,1.64,,-0.55,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu31,Pyrite,Sulfide,SIMS,-4.38,-7.45,,-0.55,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu31,Pyrite,Sulfide,SIMS,-2.77,-4.27,,-0.57,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu31,Pyrite,Sulfide,SIMS,2.26,0.53,,1.99,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu31,Pyrite,Sulfide,SIMS,-0.06,1.07,,-0.61,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu31,Pyrite,Sulfide,SIMS,0.34,1.49,,-0.42,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu31,Pyrite,Sulfide,SIMS,-0.53,-0.35,,-0.35,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu31,Pyrite,Sulfide,SIMS,-0.63,-0.12,,-0.57,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu31,Pyrite,Sulfide,SIMS,-2.16,-3.19,,-0.51,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu31,Pyrite,Sulfide,SIMS,-2.72,-3.84,,-0.75,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu37,Pyrite,Sulfide,SIMS,0.82,-1.3,,1.49,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu37,Pyrite,Sulfide,SIMS,8.45,13.77,,1.36,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu37,Pyrite,Sulfide,SIMS,9.09,3.77,,7.15,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu37,Pyrite,Sulfide,SIMS,9.13,14.6,,1.61,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu37,Pyrite,Sulfide,SIMS,8.96,14.08,,1.71,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu37,Pyrite,Sulfide,SIMS,11.95,22.94,,0.13,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu37,Pyrite,Sulfide,SIMS,6.82,6.14,,3.66,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu37,Pyrite,Sulfide,SIMS,8.76,8.57,,4.35,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu37,Pyrite,Sulfide,SIMS,7.56,14.3,,0.19,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu37,Pyrite,Sulfide,SIMS,5.58,5.64,,2.67,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu37,Pyrite,Sulfide,SIMS,9.31,15.85,,1.14,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu37,Pyrite,Sulfide,SIMS,5.46,2.57,,4.14,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu37,Pyrite,Sulfide,SIMS,9.57,15.03,,1.83,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,0.62,-5.55,,3.48,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,0.45,-5.93,,3.51,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,0.89,-5.02,,3.48,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,1,-5.15,,3.65,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,0.92,-5.52,,3.77,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,12.66,6.75,,9.18,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,6.68,1.03,,6.15,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,10.19,4.95,,7.64,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,8.36,2.19,,7.23,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,0.37,-3.29,,2.06,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,13.91,8.5,,9.53,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,12.91,8.16,,8.71,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,1.97,-2.78,,3.41,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,-0.1,-4.07,,1.99,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,13.68,8.11,,9.5,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu34,Pyrite,Sulfide,SIMS,3.02,-2.69,,4.41,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu26,Pyrite,Sulfide,SIMS,5.84,-1.6,,6.67,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu26,Pyrite,Sulfide,SIMS,,0,,6.96,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu26,Pyrite,Sulfide,SIMS,3.55,-3.65,,5.43,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu26,Pyrite,Sulfide,SIMS,7.36,0.56,,7.08,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu26,Pyrite,Sulfide,SIMS,5.98,-1.11,,6.55,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu36,Pyrite,Sulfide,SIMS,0.5,0.98,,0,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu36,Pyrite,Sulfide,SIMS,2.34,0.39,,2.14,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu36,Pyrite,Sulfide,SIMS,-2.56,-4.61,,-0.19,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
SrKu36,Pyrite,Sulfide,SIMS,1.43,1.86,,0.47,,2521,"Kamber and Whitehouse, 2007",10.1111/j.1472-4669.2006.00091.x,2007,OK
AD-5-167.8,,Sulfide,Bulk SF6,,-2.76,,2.41,-3.62,2521,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-169,,Sulfide,Bulk SF6,,-2.11,,1.152,-1.61,2521,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-175.2,,Sulfide,Bulk SF6,,0.75,,4.06,-4.49,2521,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-176.9,,Sulfide,Bulk SF6,,0.62,,0.288,0.95,2521,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-179.8,,Sulfide,Bulk SF6,,-2.26,,1.24,-0.55,2521,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-181.5,,Sulfide,Bulk SF6,,0.52,,2.644,-3.63,2521,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-181.7,,Sulfide,Bulk SF6,,-6.3,,1.924,-3.3,2521,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-188.2,,Sulfide,Bulk SF6,,-0.41,,0.152,0.73,2521,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-188.3,,Sulfide,Bulk SF6,,-0.99,,-0.419,1.26,2521,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-189.3,,Sulfide,Bulk SF6,,-1.36,,2.368,-3.36,2521,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-191.6,,Sulfide,Bulk SF6,,4.86,,4.908,-4.12,2521,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-193.4,,Sulfide,Bulk SF6,,3.35,,3.547,-2.24,2521,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-203.6,,Sulfide,Bulk SF6,,5.71,,0.516,0.79,2521,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-217.2,,Sulfide,Bulk SF6,,13.26,,11.177,-8.5,2521,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-219,,Sulfide,Bulk SF6,,10.48,,9.428,-8.01,2521,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-157.7,,Sulfide,Bulk SF6,,-5.02,,2.323,-3.51,2490.5,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-158.2,,Sulfide,Bulk SF6,,-0.18,,1.9,-2.41,2490.5,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-158.4,,Sulfide,Bulk SF6,,-1.26,,2.52,-3.22,2490.5,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-161.9,,Sulfide,Bulk SF6,,-1.94,,0.77,-0.08,2490.5,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-162,,Sulfide,Bulk SF6,,5.08,,2.037,-2.79,2490.5,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-163.2,,Sulfide,Bulk SF6,,11.46,,2.026,-2.14,2490.5,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-163.4,,Sulfide,Bulk SF6,,-4.39,,1.714,-2.54,2490.5,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
AD-5-163.5,,Sulfide,Bulk SF6,,-3.07,,3.684,-4.76,2490.5,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-105.65,,Total S,Bulk EA-CF-IRMS,,0.76,,-1.52,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-109,,Total S,Bulk EA-CF-IRMS,,-0.13,,-1.22,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-110.7,,Total S,Bulk EA-CF-IRMS,,-0.15,,1,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-111,,Total S,Bulk EA-CF-IRMS,,-2.23,,2.65,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-111.76,,Total S,Bulk EA-CF-IRMS,,-2.04,,-0.02,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-112.52,,Total S,Bulk EA-CF-IRMS,,-5.23,,4.61,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-113.46,,Total S,Bulk EA-CF-IRMS,,-4.68,,2.38,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-114.5,,Total S,Bulk EA-CF-IRMS,,0.04,,4.16,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-115.49,,Total S,Bulk EA-CF-IRMS,,-3.67,,2.64,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-116.49,,Total S,Bulk EA-CF-IRMS,,-2.32,,3.19,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-117.31,,Total S,Bulk EA-CF-IRMS,,-1.64,,3.18,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-118.13,,Total S,Bulk EA-CF-IRMS,,2.39,,0.19,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-119.24,,Total S,Bulk EA-CF-IRMS,,-1.68,,2.39,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-120.42,,Total S,Bulk EA-CF-IRMS,,-2.92,,4.11,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-121.2,,Total S,Bulk EA-CF-IRMS,,-2.31,,2.55,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-121.39,,Total S,Bulk EA-CF-IRMS,,-0.12,,1.84,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-122.32,,Total S,Bulk EA-CF-IRMS,,-2.34,,2.97,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-123.22,,Total S,Bulk EA-CF-IRMS,,-3.29,,6.51,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-124.22,,Total S,Bulk EA-CF-IRMS,,-2.8,,4.67,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-125.25,,Total S,Bulk EA-CF-IRMS,,-5.57,,0.91,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-126.15,,Total S,Bulk EA-CF-IRMS,,-4.52,,5.56,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-127.25,,Total S,Bulk EA-CF-IRMS,,-4.39,,2.56,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-128.17,,Total S,Bulk EA-CF-IRMS,,-4.19,,1.49,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-129.01,,Total S,Bulk EA-CF-IRMS,,-1.38,,-1.21,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-130.06,,Total S,Bulk EA-CF-IRMS,,-0.83,,0.42,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-130.71,,Total S,Bulk EA-CF-IRMS,,-1.8,,1.65,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-130.76,,Total S,Bulk EA-CF-IRMS,,-3.15,,0.62,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-132.13,,Total S,Bulk EA-CF-IRMS,,0.63,,0.18,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-133.97,,Total S,Bulk EA-CF-IRMS,,0.97,,0.08,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-135.58,,Total S,Bulk EA-CF-IRMS,,1.15,,1.81,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-136.15,,Total S,Bulk EA-CF-IRMS,,1.38,,-1.08,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-136.67,,Total S,Bulk EA-CF-IRMS,,1.89,,-0.52,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-136.94,,Total S,Bulk EA-CF-IRMS,,1.16,,-0.41,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-137.31,,Total S,Bulk EA-CF-IRMS,,0.34,,-0.66,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-137.68,,Total S,Bulk EA-CF-IRMS,,1.37,,-0.45,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-137.96,,Total S,Bulk EA-CF-IRMS,,-1.51,,-0.14,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-138.38,,Total S,Bulk EA-CF-IRMS,,-1.83,,-0.46,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-139.97,,Total S,Bulk EA-CF-IRMS,,-4.25,,-0.14,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-140.5,,Total S,Bulk EA-CF-IRMS,,-4.26,,0.22,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-140.95,,Total S,Bulk EA-CF-IRMS,,-4.26,,-0.16,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-141.17,,Total S,Bulk EA-CF-IRMS,,-2.41,,-1.24,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-142.08,,Total S,Bulk EA-CF-IRMS,,-1.48,,-0.41,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-142.6,,Total S,Bulk EA-CF-IRMS,,0.25,,-1.5,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-143.45,,Total S,Bulk EA-CF-IRMS,,0.43,,1.75,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-144.36,,Total S,Bulk EA-CF-IRMS,,0.65,,-1.11,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-145.61,,Total S,Bulk EA-CF-IRMS,,-1.45,,-1.03,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-146.45,,Total S,Bulk EA-CF-IRMS,,-1.89,,-1.16,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
ABDP-9-147.3,,Total S,Bulk EA-CF-IRMS,,1.41,,-1.11,,2508,"Kaufman et al., 2007",10.1126/science.1138700 ,2007,OK
